label	predict	score
1	1	0.779097
-1	-1	0.05523181
-1	-1	0.0036654288
-1	1	0.9561613
1	1	0.9968546
1	1	0.9940499
1	1	0.9968008
-1	-1	0.01521241
1	1	0.9683359
-1	-1	0.22461697
-1	-1	0.0030477932
1	1	0.9849585
1	1	0.98585826
-1	-1	0.003081538
1	1	0.94985604
1	1	0.9960675
-1	-1	0.00203977
1	1	0.9749171
-1	-1	0.031051634
1	1	0.9955863
1	1	0.9976942
-1	-1	0.0023694786
1	1	0.9987998
1	1	0.9792163
1	1	0.99886984
1	1	0.9083772
1	1	0.99448377
-1	-1	0.055864025
-1	-1	0.0015156458
1	1	0.9612688
1	1	0.9882946
-1	-1	0.008255565
1	1	0.98999083
-1	-1	0.0033226947
-1	-1	0.0032288865
1	1	0.86758095
1	1	0.9936941
1	1	0.99783
-1	-1	0.0018427864
-1	-1	0.0022961942
1	1	0.9988513
1	1	0.99768543
-1	-1	0.48267576
1	1	0.98218405
-1	-1	0.00342653
1	1	0.9903082
1	1	0.99663013
-1	-1	0.0031932767
-1	-1	0.003616589
1	1	0.9988218
1	1	0.8689378
1	1	0.991704
-1	-1	0.0031051165
-1	-1	0.0037017975
-1	-1	0.017144734
-1	-1	0.0154627785
-1	-1	0.00313376
-1	-1	0.47375277
-1	-1	0.0062342416
-1	-1	0.0025340987
-1	-1	0.09218686
-1	-1	0.08892903
-1	-1	0.002294939
1	1	0.99576664
-1	-1	0.0028742289
1	1	0.98717403
1	1	0.997844
-1	1	0.89139944
-1	-1	0.0037933204
1	1	0.59303844
-1	-1	0.0023265593
1	1	0.9934022
-1	-1	0.16007422
1	-1	0.056275934
1	1	0.99653083
1	1	0.9189592
1	1	0.9973242
1	1	0.9989524
1	1	0.99739033
1	1	0.9819756
1	1	0.99813133
1	-1	0.2730535
-1	-1	0.04191139
-1	-1	0.0031487562
-1	-1	0.013987432
1	1	0.9968575
-1	-1	0.057671588
-1	-1	0.044373833
-1	-1	0.0024527179
1	1	0.99522924
1	1	0.99453604
-1	-1	0.16112216
1	1	0.9945581
1	1	0.9988758
1	1	0.9921225
1	1	0.9797177
-1	-1	0.0029190786
1	1	0.8646611
-1	-1	0.002204169
1	1	0.50303185
-1	-1	0.0020698693
-1	-1	0.011134286
1	1	0.99674845
-1	-1	0.30259055
-1	-1	0.0049809604
-1	-1	0.018902335
-1	-1	0.0019775284
-1	-1	0.47269586
-1	-1	0.0020838708
1	1	0.99090135
-1	-1	0.0025666114
1	1	0.953274
-1	-1	0.0032780063
-1	-1	0.0040102135
1	1	0.992751
1	1	0.993658
1	1	0.9873613
-1	-1	0.00244401
1	1	0.99179256
1	1	0.9559034
-1	-1	0.0021004092
1	1	0.9868031
1	1	0.9967456
-1	-1	0.026744485
1	1	0.99344385
1	1	0.8924502
-1	-1	0.0022967795
-1	-1	0.020945499
1	1	0.9234615
1	1	0.99600595
1	1	0.96882623
-1	-1	0.0022811617
1	1	0.99817634
1	1	0.98944503
-1	-1	0.0028488622
-1	1	0.8852306
1	1	0.99910814
1	1	0.9870121
1	1	0.9914346
1	1	0.9988937
1	1	0.999183
1	1	0.9981907
-1	-1	0.0025356612
1	-1	0.3492487
-1	-1	0.0032617503
1	1	0.92574215
1	1	0.98716927
1	1	0.9511217
-1	-1	0.36552402
-1	-1	0.0044374205
1	1	0.9980818
-1	-1	0.15512392
1	1	0.9905171
-1	-1	0.06367347
-1	-1	0.005436253
-1	-1	0.0020090654
1	1	0.99783
1	1	0.99928766
-1	-1	0.1747105
-1	-1	0.0021524727
1	1	0.9982644
1	1	0.99416566
1	1	0.9987884
1	1	0.9937219
1	1	0.99211496
-1	-1	0.42981407
1	-1	0.3494402
1	1	0.994575
1	1	0.99878794
-1	-1	0.11014496
1	1	0.9750328
1	1	0.9943135
-1	-1	0.019762529
1	1	0.9981913
1	1	0.9982609
1	1	0.9980444
1	1	0.9800181
1	1	0.99879223
-1	-1	0.002826502
-1	-1	0.018092485
1	1	0.9865159
1	1	0.9920547
-1	-1	0.4610754
-1	-1	0.0032497514
1	1	0.99306583
-1	1	0.6464858
-1	-1	0.003949513
-1	-1	0.002654599
-1	-1	0.0032130997
1	1	0.59616196
1	1	0.9891046
1	1	0.98379123
-1	-1	0.14823997
-1	-1	0.0026810544
-1	-1	0.0037323993
-1	-1	0.052323822
-1	-1	0.0034705175
-1	-1	0.003558699
-1	-1	0.18968886
1	1	0.9883873
-1	-1	0.289502
1	1	0.9990018
-1	-1	0.13996439
-1	-1	0.015901234
-1	-1	0.00272673
-1	-1	0.0024544296
-1	-1	0.0514376
-1	-1	0.0031232093
1	1	0.914889
-1	1	0.54952544
1	1	0.9985103
-1	-1	0.3390584
-1	-1	0.007641263
1	1	0.9909731
-1	-1	0.025289599
-1	-1	0.001114529
1	-1	0.48021483
1	1	0.99034697
-1	-1	0.003450833
1	1	0.9980209
1	1	0.9809466
1	1	0.97528094
-1	-1	0.003302375
1	1	0.99844474
1	1	0.83338463
1	1	0.99721354
1	1	0.9926305
1	1	0.99949396
-1	-1	0.003332134
-1	-1	0.0032364326
1	1	0.9624045
-1	-1	0.08770883
-1	-1	0.026267277
1	1	0.9989128
-1	-1	0.00279293
1	1	0.9990295
1	1	0.95780176
-1	-1	0.03564632
-1	-1	0.0030351633
1	1	0.9886952
-1	-1	0.0023075875
-1	-1	0.003353412
1	1	0.9924009
-1	-1	0.10729917
1	1	0.9959927
1	1	0.9785285
1	1	0.9945229
-1	-1	0.0028258113
1	1	0.90838504
-1	-1	0.30670086
1	1	0.99821585
1	1	0.8903926
1	1	0.993054
1	1	0.98852277
-1	1	0.5711177
-1	-1	0.27135718
1	1	0.9147039
-1	-1	0.002699874
1	1	0.99746454
1	1	0.9880854
-1	-1	0.0028816576
-1	-1	0.0049926247
-1	-1	0.0022474444
1	1	0.926366
-1	-1	0.0031991985
1	1	0.9762874
1	1	0.9973973
-1	-1	0.003206479
-1	-1	0.0028645315
1	1	0.99011046
1	1	0.99819833
1	1	0.99828607
-1	-1	0.0031211227
1	1	0.99571735
1	1	0.9831267
-1	-1	0.20636687
1	1	0.9969465
1	1	0.99735755
-1	-1	0.004088015
1	1	0.9851688
1	1	0.5701914
-1	-1	0.0025278267
-1	-1	0.2925879
1	1	0.98015827
1	1	0.9630476
-1	-1	0.00515655
-1	-1	0.0020652215
-1	-1	0.003011304
-1	-1	0.0028996358
-1	-1	0.0053250045
1	1	0.9988864
1	1	0.9957106
1	1	0.6997918
1	1	0.9809816
1	1	0.99589455
1	1	0.9969066
-1	1	0.93357915
1	1	0.99847084
-1	-1	0.24035172
-1	-1	0.15082747
-1	-1	0.005270738
-1	-1	0.3105682
1	1	0.896534
1	1	0.99275875
-1	-1	0.0024246294
1	1	0.92580855
-1	-1	0.022729414
1	1	0.9954986
-1	-1	0.024341714
-1	-1	0.002560966
1	1	0.99511814
-1	-1	0.0070705903
1	1	0.99662614
-1	-1	0.0024886914
-1	1	0.5447231
-1	1	0.6151997
1	1	0.99880743
-1	-1	0.011451861
1	1	0.9989272
1	1	0.9897572
-1	-1	0.0036342647
-1	-1	0.3054742
1	1	0.78226954
1	1	0.97331357
-1	-1	0.0057333335
1	1	0.96518064
-1	-1	0.005034771
1	1	0.99182934
-1	-1	0.0069457125
-1	-1	0.41462222
1	1	0.9862336
-1	-1	0.0025489333
-1	-1	0.003215092
1	1	0.9923963
-1	-1	0.0019701107
-1	-1	0.0023006464
1	1	0.9959194
-1	-1	0.0027751548
1	1	0.9896074
1	1	0.96969193
1	1	0.9955848
1	1	0.9977592
1	1	0.9980209
1	1	0.782925
-1	1	0.9165819
1	1	0.8827139
-1	-1	0.002849989
-1	-1	0.0052251946
1	1	0.9975688
1	1	0.99949396
-1	-1	0.030747026
1	1	0.9951892
-1	-1	0.0025979835
1	1	0.9985292
1	1	0.9964045
-1	1	0.6836015
1	1	0.99611616
1	1	0.99189305
1	1	0.9227518
-1	-1	0.0032406328
1	1	0.9700043
1	1	0.8694662
-1	-1	0.0032693893
1	1	0.9710373
-1	-1	0.1222895
-1	-1	0.22420402
-1	-1	0.08549468
1	1	0.9949941
1	1	0.9698999
1	1	0.94139034
1	1	0.9984113
-1	-1	0.002820691
1	1	0.99385923
1	1	0.98883855
1	1	0.9937391
1	1	0.884828
1	1	0.99773043
-1	-1	0.10994438
1	1	0.99502414
1	1	0.9838446
-1	-1	0.032466393
1	1	0.9947495
-1	-1	0.05311277
-1	1	0.7696811
-1	-1	0.010768587
1	1	0.95078623
1	1	0.9907749
-1	-1	0.1688951
-1	-1	0.0029472203
1	1	0.99919385
1	1	0.99806327
1	1	0.9947495
-1	-1	0.0036470399
1	1	0.9455573
1	1	0.91737676
1	1	0.99793977
1	1	0.99913496
-1	-1	0.0031903519
1	1	0.92923677
-1	-1	0.0015598759
1	1	0.99798584
-1	1	0.7243773
-1	-1	0.0038418795
1	1	0.9323678
1	1	0.99873
-1	-1	0.0033065947
1	1	0.99584985
1	1	0.9992054
1	1	0.9982021
1	1	0.99888676
-1	-1	0.0043916735
1	1	0.99808335
-1	-1	0.0023491727
1	1	0.9948244
1	1	0.9921893
-1	-1	0.21346915
-1	-1	0.0022828355
1	1	0.98594934
1	1	0.91813594
1	1	0.9914693
-1	-1	0.068592325
1	1	0.9938466
1	1	0.9954802
-1	-1	0.0027412584
1	1	0.78555274
1	1	0.8387614
-1	-1	0.0029514688
-1	-1	0.01209215
1	1	0.9620443
-1	-1	0.0052167247
1	1	0.8500406
1	1	0.98422086
-1	-1	0.008321257
-1	-1	0.0031990195
-1	-1	0.09808741
1	1	0.9980094
-1	-1	0.0030753843
-1	-1	0.03798021
1	1	0.991871
-1	-1	0.2863525
-1	-1	0.0028134421
1	1	0.95628035
1	1	0.99826765
1	1	0.9929438
1	1	0.93542117
1	1	0.98320264
-1	-1	0.0027329181
-1	-1	0.0025269096
1	1	0.9935719
1	1	0.9845664
1	1	0.991622
1	1	0.99901307
-1	-1	0.44166315
1	1	0.99026555
-1	-1	0.003767119
1	1	0.9939412
-1	-1	0.010158183
1	1	0.92747295
-1	1	0.8262775
-1	-1	0.002701451
1	1	0.9892685
1	-1	0.35434338
1	1	0.99103796
1	1	0.9908242
1	1	0.9872996
1	1	0.81525326
-1	-1	0.0026721288
-1	-1	0.013691776
-1	-1	0.0042621647
-1	-1	0.0035309317
-1	-1	0.0020478687
1	1	0.98765266
1	1	0.9972023
1	1	0.9925761
-1	-1	0.002828079
-1	-1	0.17154211
1	1	0.98422086
-1	-1	0.23242888
-1	-1	0.004392983
1	1	0.9364188
-1	-1	0.0032827365
1	1	0.9142485
1	1	0.99675035
1	1	0.99811965
-1	-1	0.09379089
-1	-1	0.0065971366
1	1	0.98306817
-1	-1	0.003136957
-1	-1	0.0023104697
-1	-1	0.001773043
1	1	0.9924447
-1	-1	0.0025895713
1	1	0.98812604
-1	-1	0.01468705
1	1	0.99859494
1	1	0.9988632
-1	-1	0.0028855582
1	1	0.9933426
-1	-1	0.1521137
1	1	0.9875546
1	1	0.99857056
-1	-1	0.0026381812
-1	-1	0.06524017
1	1	0.99793774
1	1	0.9838303
-1	-1	0.1436041
-1	-1	0.0022916237
1	1	0.9897099
-1	-1	0.2584182
-1	-1	0.0030050303
1	1	0.9905183
-1	-1	0.20467623
1	1	0.9880322
-1	-1	0.0028204112
1	1	0.9985708
1	1	0.9986771
-1	1	0.8068157
1	1	0.9506188
1	1	0.9957432
-1	-1	0.07449322
-1	-1	0.0020755425
-1	-1	0.0033821496
-1	-1	0.0028495311
1	1	0.9405715
-1	-1	0.002375711
-1	-1	0.0028713876
1	1	0.9864081
-1	-1	0.06700789
1	1	0.97411627
1	1	0.88960606
-1	-1	0.42632875
1	1	0.8339411
1	1	0.984991
-1	-1	0.17788
1	1	0.93439656
1	1	0.9962214
1	1	0.98351526
-1	-1	0.0032939515
-1	-1	0.003279097
1	1	0.98521477
1	1	0.9912924
1	1	0.9908591
-1	-1	0.0032314663
-1	-1	0.0030197648
1	1	0.9880386
-1	-1	0.15611267
1	1	0.78301054
1	1	0.9972422
1	1	0.9708309
1	1	0.9943567
1	1	0.9917229
-1	-1	0.103361286
-1	-1	0.06669909
1	1	0.98692685
-1	-1	0.04560073
-1	-1	0.05798155
-1	-1	0.0020457786
-1	-1	0.024473086
-1	-1	0.0032947029
1	1	0.9891017
1	1	0.92612994
-1	-1	0.0027430686
1	1	0.9965585
1	1	0.9872022
1	1	0.99252534
1	1	0.9756119
-1	1	0.6374891
1	1	0.8176769
-1	-1	0.033220354
1	1	0.9954998
-1	-1	0.14982063
1	1	0.9936318
-1	-1	0.055082098
1	1	0.9969097
1	1	0.9962859
-1	-1	0.0022422206
1	1	0.9902872
-1	-1	0.00390591
-1	-1	0.03689915
-1	-1	0.0031570797
1	1	0.9710759
-1	-1	0.1078295
1	1	0.99373263
1	1	0.9988519
1	1	0.9958467
1	1	0.9872383
-1	-1	0.29189748
-1	-1	0.0037213492
-1	-1	0.0023473687
1	1	0.9817376
1	1	0.9986695
1	1	0.8902791
-1	-1	0.045941807
-1	-1	0.33626434
1	1	0.78595996
-1	-1	0.005099717
1	1	0.9987243
-1	-1	0.1534749
1	1	0.8835945
-1	-1	0.0016111011
1	1	0.99536175
-1	1	0.56701773
-1	-1	0.425399
-1	-1	0.0019606545
-1	-1	0.35850546
1	1	0.99947363
1	1	0.9448828
1	1	0.9946438
-1	-1	0.0036263722
-1	-1	0.34293318
1	1	0.934815
1	1	0.9713733
-1	-1	0.071285665
-1	-1	0.0028652302
-1	-1	0.002846785
-1	-1	0.0032999683
-1	-1	0.002826666
1	1	0.9966504
1	1	0.9849054
-1	-1	0.00313278
1	1	0.7512746
-1	-1	0.111250706
-1	-1	0.13306446
1	1	0.97388893
-1	-1	0.0028493637
1	1	0.9962304
1	1	0.99204797
-1	1	0.8701411
1	1	0.9856103
1	1	0.9988519
-1	-1	0.00235285
1	1	0.8961205
1	1	0.99481285
-1	-1	0.0028596893
-1	-1	0.19825053
-1	-1	0.0026805163
1	1	0.98813534
-1	1	0.87527835
1	1	0.9209701
1	1	0.9858791
1	1	0.9391179
1	1	0.9967744
1	1	0.95436305
-1	-1	0.47959965
1	1	0.97951484
-1	-1	0.1741807
-1	-1	0.16240653
-1	-1	0.17294003
-1	-1	0.137853
1	1	0.9956781
-1	-1	0.0034271257
-1	-1	0.0036478532
1	1	0.99307525
1	1	0.9991548
-1	-1	0.0030250554
-1	-1	0.0028475756
-1	-1	0.0042770207
1	1	0.9910978
1	1	0.99897873
-1	-1	0.00706435
-1	-1	0.0026519746
1	1	0.9915308
1	1	0.98375535
-1	-1	0.0019621116
-1	-1	0.2845255
1	1	0.9990858
-1	-1	0.09991602
-1	-1	0.17593831
-1	-1	0.010375176
1	1	0.953274
1	1	0.87537736
-1	-1	0.0033706788
1	1	0.9685744
1	1	0.99892455
1	-1	0.42054382
-1	-1	0.04329832
1	1	0.9955041
-1	-1	0.0043430217
1	1	0.98991334
1	1	0.8596925
-1	-1	0.0027732234
1	1	0.9948244
-1	-1	0.031108111
1	1	0.999236
-1	-1	0.0035974362
-1	-1	0.0019289918
1	1	0.99854076
-1	-1	0.0036135814
1	1	0.98453695
1	1	0.99878854
-1	-1	0.0048629614
-1	-1	0.1418868
1	1	0.9962214
1	1	0.9919389
-1	-1	0.0034824577
-1	-1	0.0029215198
-1	-1	0.025720775
1	1	0.79042506
-1	-1	0.0034562503
1	1	0.96799314
-1	-1	0.0026886438
-1	-1	0.172118
-1	-1	0.002599417
-1	-1	0.27631924
-1	-1	0.004591501
-1	1	0.6116503
1	1	0.9974446
1	1	0.8998141
-1	-1	0.25386795
1	1	0.99689376
1	1	0.99708074
-1	-1	0.002690267
1	1	0.9737466
1	1	0.9076405
-1	-1	0.002556924
1	1	0.9879892
-1	1	0.9651541
1	1	0.9986474
-1	-1	0.029740721
-1	-1	0.044096038
-1	-1	0.43637133
1	1	0.9403511
-1	-1	0.095324494
-1	-1	0.065337434
-1	-1	0.08635871
-1	-1	0.0033945802
1	1	0.99879116
-1	1	0.9864863
-1	-1	0.009261807
1	1	0.80502814
-1	-1	0.002234626
1	1	0.99633235
1	1	0.96595055
1	1	0.9955611
-1	-1	0.050391957
1	1	0.9859321
1	1	0.94702303
1	1	0.8711746
1	1	0.99426264
1	1	0.983336
-1	-1	0.0025737993
-1	-1	0.0024670945
-1	-1	0.18103701
1	1	0.9863093
1	1	0.99518955
-1	-1	0.0026699696
1	1	0.99675816
1	1	0.99393564
1	1	0.9884958
1	1	0.986326
-1	-1	0.008400136
-1	-1	0.002816681
-1	-1	0.0023539201
-1	-1	0.02256663
1	1	0.99771166
-1	1	0.900346
-1	-1	0.0029579827
1	1	0.99466914
-1	-1	0.20380476
1	1	0.9748239
1	1	0.9964141
-1	-1	0.0027957093
1	1	0.982544
1	1	0.9490503
1	1	0.9976634
-1	-1	0.119413435
-1	1	0.73287106
-1	-1	0.34922376
1	1	0.9979679
-1	-1	0.0044460488
-1	-1	0.0316645
1	1	0.986668
-1	-1	0.038548056
1	1	0.88046026
-1	-1	0.003491372
1	1	0.9956885
1	1	0.935799
-1	-1	0.0027087051
-1	-1	0.14456974
1	1	0.99827945
1	1	0.9942973
-1	-1	0.009036773
1	1	0.9969855
-1	-1	0.004817974
1	1	0.99774265
1	1	0.9973949
1	1	0.9976418
-1	-1	0.0027522838
1	1	0.9947653
1	1	0.9967714
1	1	0.9838711
-1	-1	0.002481318
-1	-1	0.0024090663
1	1	0.91958654
1	1	0.98397636
1	1	0.9954906
1	1	0.9891071
1	1	0.97595984
1	1	0.8994166
-1	1	0.83682746
1	1	0.9636643
1	1	0.8816925
-1	-1	0.25247997
-1	-1	0.0025709756
1	1	0.96991616
-1	-1	0.0030222868
1	1	0.98429734
-1	-1	0.0017655712
-1	-1	0.0036382177
1	1	0.9947825
1	1	0.98312044
-1	1	0.7507954
1	-1	0.42519477
1	1	0.9983119
-1	-1	0.002383238
-1	-1	0.0030178474
1	1	0.98260385
-1	-1	0.0032612958
-1	-1	0.0038615367
-1	-1	0.17484044
-1	-1	0.0032377297
-1	-1	0.003453576
1	1	0.85914856
1	1	0.9842166
-1	-1	0.009742855
1	1	0.9810098
1	1	0.9986358
1	1	0.9747422
-1	1	0.5137483
-1	-1	0.0038205364
-1	-1	0.0024739502
1	1	0.99456644
1	1	0.9875185
1	1	0.99775404
1	1	0.9990994
-1	-1	0.0022056617
-1	-1	0.009501823
-1	-1	0.0030678296
1	1	0.9968923
-1	-1	0.38726828
-1	-1	0.0030018087
-1	-1	0.0033323902
-1	-1	0.020284548
-1	-1	0.0031352066
1	1	0.9156263
1	1	0.9875365
-1	-1	0.0038176118
-1	-1	0.002932437
1	1	0.9966588
-1	-1	0.0026544163
1	1	0.9468159
1	1	0.6858182
1	1	0.9993436
1	1	0.99781585
1	1	0.9958788
1	1	0.98685974
1	1	0.99711275
-1	-1	0.47645265
-1	-1	0.008843425
-1	-1	0.0033773987
-1	-1	0.005473784
1	-1	0.14595026
-1	-1	0.0033330543
-1	-1	0.004866875
1	1	0.9847425
-1	-1	0.0029625103
1	1	0.9986388
-1	-1	0.0024190478
1	1	0.9465255
1	1	0.9851688
-1	-1	0.0025537142
1	1	0.98837286
1	1	0.6486978
1	1	0.9984719
-1	-1	0.0245121
-1	-1	0.0032737616
-1	-1	0.0044672517
-1	-1	0.002732778
-1	-1	0.4126361
-1	-1	0.0017958842
1	1	0.9621101
-1	-1	0.009516326
-1	-1	0.0049590794
1	1	0.9249417
1	1	0.9996319
-1	-1	0.0040128957
1	1	0.5789689
-1	1	0.6045498
1	1	0.9876797
1	1	0.8922415
1	-1	0.48700967
1	1	0.9545542
-1	1	0.97902405
-1	-1	0.0028937769
1	1	0.9932594
1	1	0.9693189
1	1	0.97443306
1	1	0.9648058
1	1	0.99317414
-1	-1	0.0022608237
1	1	0.9194187
1	1	0.97391856
-1	-1	0.0026044382
1	1	0.98720795
-1	-1	0.018769989
-1	-1	0.08442863
1	1	0.9837241
1	1	0.9973647
1	1	0.99855894
-1	-1	0.0029388433
-1	-1	0.032021258
-1	-1	0.017261228
1	1	0.99829894
1	1	0.97191995
1	1	0.92528194
-1	1	0.6463201
-1	-1	0.0036555573
1	1	0.98236763
-1	-1	0.21137127
-1	-1	0.0031538187
1	1	0.6753402
-1	-1	0.06775982
1	1	0.9604324
1	1	0.9974022
-1	-1	0.003393145
1	1	0.98559964
-1	-1	0.06370317
-1	-1	0.0050921957
1	1	0.99689937
1	1	0.9991573
1	1	0.9932997
-1	-1	0.05338871
1	1	0.999215
-1	1	0.61129385
-1	-1	0.0017031239
1	1	0.9609917
-1	-1	0.0041084406
-1	-1	0.0021881068
1	1	0.9749171
1	1	0.97492224
1	1	0.9118206
-1	-1	0.019732453
-1	-1	0.002996657
-1	-1	0.0021483093
1	1	0.9969311
1	1	0.9974733
1	1	0.9848567
1	1	0.9141506
-1	-1	0.23399398
-1	-1	0.002442843
-1	-1	0.012940783
1	1	0.9937977
-1	-1	0.0022931332
-1	-1	0.0034392427
-1	-1	0.0024207365
1	1	0.9819963
1	1	0.62450093
1	1	0.63987726
1	1	0.9939282
-1	-1	0.002416181
-1	-1	0.0029913737
-1	-1	0.11202935
1	1	0.993708
1	1	0.99332124
-1	-1	0.004030058
1	1	0.99800223
-1	-1	0.003728451
1	1	0.9879979
-1	1	0.5487877
-1	-1	0.0019566854
1	1	0.5264121
-1	-1	0.0029379656
1	1	0.98257256
1	1	0.99093986
-1	1	0.79236275
1	1	0.9976131
-1	-1	0.003292643
-1	-1	0.0036458897
-1	-1	0.1649403
1	-1	0.12884995
-1	-1	0.0031196466
1	1	0.9922666
1	1	0.9945117
1	1	0.99770266
1	1	0.99811065
1	1	0.9970837
1	1	0.854634
1	1	0.9853151
-1	-1	0.0034655537
-1	-1	0.023108115
-1	-1	0.0023145138
-1	-1	0.0022046177
1	1	0.9988176
1	1	0.987793
-1	-1	0.2967107
1	1	0.97757816
-1	-1	0.0031526228
1	1	0.8362793
1	1	0.9991585
1	1	0.9772463
-1	-1	0.007987374
1	1	0.97305083
1	1	0.5461441
-1	-1	0.0024673927
-1	-1	0.0034111205
1	1	0.99685836
-1	-1	0.10623916
1	1	0.9979037
1	1	0.9941202
-1	-1	0.0028658146
